away_score,away_team,date,home_score,home_team,league,match_id,odds_data,raw_data,source,static_id,status,time,venue
?,General Caballero JLM,Aug 05,?,Atl. Tembetary,Paraguay: Copa De Primera - Clausura,6310883,,"{""@status"": ""21:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""21:30"", ""@commentary_available"": ""1338"", ""@heatmap"": """", ""@venue"": ""Estadio Lu\u00eds Alfonso Giagni"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3695166"", ""@fix_id"": ""4202550"", ""@id"": ""6310883"", ""localteam"": {""@name"": ""Atl. Tembetary"", ""@goals"": ""?"", ""@id"": ""31718""}, ""visitorteam"": {""@name"": ""General Caballero JLM"", ""@goals"": ""?"", ""@id"": ""30809""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3695166,21:30,21:30,Estadio Luís Alfonso Giagni
0,Los Chankas,Aug 05,3,Cienciano,Peru: Liga 1 - Clausura,6313313,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""00:00"", ""@commentary_available"": ""1342"", ""@venue"": ""Estadio Inca Garcilaso de la Vega"", ""@v"": ""150"", ""@static_id"": ""3699799"", ""@fix_id"": ""4207193"", ""@id"": ""6313313"", ""localteam"": {""@name"": ""Cienciano"", ""@goals"": ""3"", ""@id"": ""13911""}, ""visitorteam"": {""@name"": ""Los Chankas"", ""@goals"": ""0"", ""@id"": ""25593""}, ""events"": {""event"": [{""@type"": ""goal"", ""@minute"": ""24"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Hohberg"", ""@result"": ""[1 - 0]"", ""@playerId"": ""230406"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63133131""}, {""@type"": ""var"", ""@minute"": ""36"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""C. Torrejon"", ""@result"": """", ""@playerId"": ""169131"", ""@assist"": ""Goal Disallowed - offside"", ""@assistid"": """", ""@eventid"": ""63133132""}, {""@type"": ""yellowcard"", ""@minute"": ""37"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""B. Da Silva"", ""@result"": """", ""@playerId"": ""290705"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63133133""}, {""@type"": ""yellowcard"", ""@minute"": ""41"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Gonzalez"", ""@result"": """", ""@playerId"": ""472799"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63133134""}, {""@type"": ""subst"", ""@minute"": ""45"", ""@extra_min"": ""1"", ""@team"": ""localteam"", ""@player"": ""S. D. Arias Fierro"", ""@result"": """", ""@playerId"": ""499291"", ""@assist"": ""C. Neira"", ""@assistid"": ""535455"", ""@eventid"": ""63133135""}, {""@type"": ""yellowcard"", ""@minute"": ""45"", ""@extra_min"": ""3"", ""@team"": ""visitorteam"", ""@player"": ""H. Gonzalez"", ""@result"": """", ""@playerId"": ""277838"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63133136""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""D. Dioses"", ""@result"": """", ""@playerId"": ""443478"", ""@assist"": ""H. Gonzalez"", ""@assistid"": ""277838"", ""@eventid"": ""63133137""}, {""@type"": ""yellowcard"", ""@minute"": ""63"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""S. D. Arias Fierro"", ""@result"": """", ""@playerId"": ""499291"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63133138""}, {""@type"": ""subst"", ""@minute"": ""64"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""C. Souza Espana"", ""@result"": """", ""@playerId"": ""414711"", ""@assist"": ""B. Da Silva"", ""@assistid"": ""290705"", ""@eventid"": ""63133139""}, {""@type"": ""subst"", ""@minute"": ""64"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. Ortiz"", ""@result"": """", ""@playerId"": ""174296"", ""@assist"": ""A. Gonzalez"", ""@assistid"": ""472799"", ""@eventid"": ""631331310""}, {""@type"": ""subst"", ""@minute"": ""74"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""I. Camargo"", ""@result"": """", ""@playerId"": ""692896"", ""@assist"": ""A. Quintana"", ""@assistid"": ""645750"", ""@eventid"": ""631331311""}, {""@type"": ""yellowcard"", ""@minute"": ""76"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""E. Mogollon"", ""@result"": """", ""@playerId"": ""898572"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""631331312""}, {""@type"": ""subst"", ""@minute"": ""81"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""L. E. Benites Vargas"", ""@result"": """", ""@playerId"": ""434440"", ""@assist"": ""A. Hohberg"", ""@assistid"": ""230406"", ""@eventid"": ""631331313""}, {""@type"": ""goal"", ""@minute"": ""88"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""L. E. Benites Vargas (pen.)"", ""@result"": ""[2 - 0]"", ""@playerId"": ""434440"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""631331314""}, {""@type"": ""subst"", ""@minute"": ""90"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""J. Palomino"", ""@result"": """", ""@playerId"": ""815294"", ""@assist"": ""J. Guivin Tanta"", ""@assistid"": ""472258"", ""@eventid"": ""631331315""}, {""@type"": ""subst"", ""@minute"": ""90"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""F. E. Espinoza Vega"", ""@result"": """", ""@playerId"": ""475481"", ""@assist"": ""J. Manzaneda"", ""@assistid"": ""289791"", ""@eventid"": ""631331316""}, {""@type"": ""subst"", ""@minute"": ""90"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""D. Gonzales"", ""@result"": """", ""@playerId"": ""471463"", ""@assist"": ""E. Mogollon"", ""@assistid"": ""898572"", ""@eventid"": ""631331317""}, {""@type"": ""goal"", ""@minute"": ""90"", ""@extra_min"": ""2"", ""@team"": ""localteam"", ""@player"": ""C. Garces"", ""@result"": ""[3 - 0]"", ""@playerId"": ""282462"", ""@assist"": ""L. E. Benites Vargas"", ""@assistid"": ""434440"", ""@eventid"": ""631331318""}]}, ""ht"": {""@score"": ""[1-0]""}, ""ft"": {""@score"": ""[3-0]""}}",sport_soccernew/home,3699799,FT,00:00,Estadio Inca Garcilaso de la Vega
?,U. de Deportes,Aug 05,?,Alianza Huanuco,Peru: Liga 1 - Clausura,6314939,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": ""1342"", ""@heatmap"": """", ""@venue"": ""Estadio Heraclio Tapia Le\u00f3n"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3699800"", ""@fix_id"": ""4207194"", ""@id"": ""6314939"", ""localteam"": {""@name"": ""Alianza Huanuco"", ""@goals"": ""?"", ""@id"": ""13905""}, ""visitorteam"": {""@name"": ""U. de Deportes"", ""@goals"": ""?"", ""@id"": ""13947""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3699800,17:00,17:00,Estadio Heraclio Tapia León
?,Juan Pablo II,Aug 05,?,FBC Melgar,Peru: Liga 1 - Clausura,6314940,,"{""@status"": ""20:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""20:00"", ""@commentary_available"": ""1342"", ""@heatmap"": """", ""@venue"": ""Estadio de la Universidad Nacional San Agust\u00edn"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3699801"", ""@fix_id"": ""4207195"", ""@id"": ""6314940"", ""localteam"": {""@name"": ""FBC Melgar"", ""@goals"": ""?"", ""@id"": ""13920""}, ""visitorteam"": {""@name"": ""Juan Pablo II"", ""@goals"": ""?"", ""@id"": ""39029""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3699801,20:00,20:00,Estadio de la Universidad Nacional San Agustín
?,Zaglebie Sosnowiec,Aug 05,?,Hutnik Krakow,Poland: Polish Cup,6167332,,"{""@status"": ""14:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""14:30"", ""@commentary_available"": ""1345"", ""@heatmap"": """", ""@venue"": ""Stadion Suche Stawy"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3722799"", ""@fix_id"": ""4230196"", ""@id"": ""6167332"", ""localteam"": {""@name"": ""Hutnik Krakow"", ""@goals"": ""?"", ""@id"": ""14038""}, ""visitorteam"": {""@name"": ""Zaglebie Sosnowiec"", ""@goals"": ""?"", ""@id"": ""14220""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3722799,14:30,14:30,Stadion Suche Stawy
?,R. Rzeszow,Aug 05,?,Podbeskidzie,Poland: Polish Cup,6167335,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": ""1345"", ""@heatmap"": """", ""@venue"": ""Stadion Miejski"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3722801"", ""@fix_id"": ""4230198"", ""@id"": ""6167335"", ""localteam"": {""@name"": ""Podbeskidzie"", ""@goals"": ""?"", ""@id"": ""14149""}, ""visitorteam"": {""@name"": ""R. Rzeszow"", ""@goals"": ""?"", ""@id"": ""14164""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3722801,16:00,16:00,Stadion Miejski
?,Zaglebie II,Aug 05,?,Polonia Bytom,Poland: Polish Cup,6167336,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": ""1345"", ""@heatmap"": """", ""@venue"": ""Stadion Polonii Bytom"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3722800"", ""@fix_id"": ""4230197"", ""@id"": ""6167336"", ""localteam"": {""@name"": ""Polonia Bytom"", ""@goals"": ""?"", ""@id"": ""14155""}, ""visitorteam"": {""@name"": ""Zaglebie II"", ""@goals"": ""?"", ""@id"": ""23448""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3722800,16:00,16:00,Stadion Polonii Bytom
?,Skra,Aug 05,?,S. Wola,Poland: Polish Cup,6167338,,"{""@status"": ""17:38"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:38"", ""@commentary_available"": ""1345"", ""@heatmap"": """", ""@venue"": ""Podkarpackie Centrum Pi\u0142ki No\u017cnej"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3722802"", ""@fix_id"": ""4230199"", ""@id"": ""6167338"", ""localteam"": {""@name"": ""S. Wola"", ""@goals"": ""?"", ""@id"": ""14186""}, ""visitorteam"": {""@name"": ""Skra"", ""@goals"": ""?"", ""@id"": ""22024""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3722802,17:38,17:38,Podkarpackie Centrum Piłki Nożnej
?,Ceahlaul,Aug 05,?,Poli Iasi,Romania: Liga 2,6310538,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Stadionul Emil Alexandrescu"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3723176"", ""@fix_id"": ""4230573"", ""@id"": ""6310538"", ""localteam"": {""@name"": ""Poli Iasi"", ""@goals"": ""?"", ""@id"": ""19694""}, ""visitorteam"": {""@name"": ""Ceahlaul"", ""@goals"": ""?"", ""@id"": ""14557""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3723176,17:00,17:00,Stadionul Emil Alexandrescu
?,CSM Satu Mare,Aug 05,?,Baile Felix,Romania: Romanian Cup - Qualification,6317065,,"{""@status"": ""14:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""14:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6317065"", ""localteam"": {""@name"": ""Baile Felix"", ""@goals"": ""?"", ""@id"": ""23630""}, ""visitorteam"": {""@name"": ""CSM Satu Mare"", ""@goals"": ""?"", ""@id"": ""33866""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,14:30,14:30,
1,Zvezda St. Peterburg,Aug 05,0,RWChallenge,Russia: Russian Cup - Regions Path,6201981,,"{""@status"": ""21"", ""@timer"": ""21"", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""13:00"", ""@commentary_available"": ""1364"", ""@heatmap"": """", ""@venue"": ""Stadion Nova Arena"", ""@v"": ""0"", ""@coveredLive"": ""True"", ""@static_id"": ""3696436"", ""@fix_id"": ""4203821"", ""@id"": ""6201981"", ""localteam"": {""@name"": ""RWChallenge"", ""@goals"": ""0"", ""@id"": ""42429""}, ""visitorteam"": {""@name"": ""Zvezda St. Peterburg"", ""@goals"": ""1"", ""@id"": ""23537""}, ""events"": {""event"": {""@type"": ""goal"", ""@minute"": ""13"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""D. Rulev"", ""@result"": ""[0 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62019811""}}, ""ht"": {""@score"": ""[0-1]""}}",sport_soccernew/home,3696436,21,13:00,Stadion Nova Arena
?,Sokol Kazan,Aug 05,?,FK Fankom,Russia: Russian Cup - Regions Path,6201974,,"{""@status"": ""WO"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""14:00"", ""@commentary_available"": ""1364"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6201974"", ""localteam"": {""@name"": ""FK Fankom"", ""@goals"": ""?"", ""@id"": """"}, ""visitorteam"": {""@name"": ""Sokol Kazan"", ""@goals"": ""?"", ""@id"": ""39812""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,WO,14:00,
?,Kvant,Aug 05,?,Amkal Moscow,Russia: Russian Cup - Regions Path,6201972,,"{""@status"": ""15:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""15:00"", ""@commentary_available"": ""1364"", ""@heatmap"": """", ""@venue"": ""Stadion Zorkij"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3696426"", ""@fix_id"": ""4203811"", ""@id"": ""6201972"", ""localteam"": {""@name"": ""Amkal Moscow"", ""@goals"": ""?"", ""@id"": ""37040""}, ""visitorteam"": {""@name"": ""Kvant"", ""@goals"": ""?"", ""@id"": ""29769""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3696426,15:00,15:00,Stadion Zorkij
?,Kristall MEZ Borisoglebsk,Aug 05,?,FK Shumbrat Saransk,Russia: Russian Cup - Regions Path,6201975,,"{""@status"": ""17:15"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:15"", ""@commentary_available"": ""1364"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6201975"", ""localteam"": {""@name"": ""FK Shumbrat Saransk"", ""@goals"": ""?"", ""@id"": """"}, ""visitorteam"": {""@name"": ""Kristall MEZ Borisoglebsk"", ""@goals"": ""?"", ""@id"": """"}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,17:15,17:15,
?,Banik Prievidza,Aug 05,?,Iskra Novaky,Slovakia: Slovak Cup,6316016,,"{""@status"": ""15:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""15:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6316016"", ""localteam"": {""@name"": ""Iskra Novaky"", ""@goals"": ""?"", ""@id"": ""38521""}, ""visitorteam"": {""@name"": ""Banik Prievidza"", ""@goals"": ""?"", ""@id"": ""24762""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,15:00,15:00,
?,Spisska Nova Ves,Aug 05,?,L.Mikulas - Paludzka,Slovakia: Slovak Cup,6316004,,"{""@status"": ""15:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""15:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6316004"", ""localteam"": {""@name"": ""L.Mikulas - Paludzka"", ""@goals"": ""?"", ""@id"": ""28069""}, ""visitorteam"": {""@name"": ""Spisska Nova Ves"", ""@goals"": ""?"", ""@id"": ""15446""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,15:00,15:00,
?,Stankovce,Aug 05,?,Opatova,Slovakia: Slovak Cup,6293600,,"{""@status"": ""15:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""15:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6293600"", ""localteam"": {""@name"": ""Opatova"", ""@goals"": ""?"", ""@id"": ""38518""}, ""visitorteam"": {""@name"": ""Stankovce"", ""@goals"": ""?"", ""@id"": ""15453""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,15:30,15:30,
?,Racing Montevideo,Aug 05,?,Atenas Tala,Uruguay: Copa Uruguay,6291451,,"{""@status"": ""Postp."", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""20:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291451"", ""localteam"": {""@name"": ""Atenas Tala"", ""@goals"": ""?"", ""@id"": """"}, ""visitorteam"": {""@name"": ""Racing Montevideo"", ""@goals"": ""?"", ""@id"": ""17444""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,Postp.,20:00,
?,Juventud,Aug 05,?,Bella Vista,Uruguay: Copa Uruguay,6291453,,"{""@status"": ""Postp."", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""20:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291453"", ""localteam"": {""@name"": ""Bella Vista"", ""@goals"": ""?"", ""@id"": ""17418""}, ""visitorteam"": {""@name"": ""Juventud"", ""@goals"": ""?"", ""@id"": ""17433""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,Postp.,20:00,
?,Nacional,Aug 05,?,Huracan FC,Uruguay: Copa Uruguay,6291456,,"{""@status"": ""Postp."", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""20:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291456"", ""localteam"": {""@name"": ""Huracan FC"", ""@goals"": ""?"", ""@id"": ""20205""}, ""visitorteam"": {""@name"": ""Nacional"", ""@goals"": ""?"", ""@id"": ""17438""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,Postp.,20:00,
?,Boston River,Aug 05,?,Paso de la Arena,Uruguay: Copa Uruguay,6291459,,"{""@status"": ""Postp."", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""20:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291459"", ""localteam"": {""@name"": ""Paso de la Arena"", ""@goals"": ""?"", ""@id"": ""36579""}, ""visitorteam"": {""@name"": ""Boston River"", ""@goals"": ""?"", ""@id"": ""17419""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,Postp.,20:00,
?,Penarol,Aug 05,?,Rio Negro SJ,Uruguay: Copa Uruguay,6291463,,"{""@status"": ""Postp."", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""20:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291463"", ""localteam"": {""@name"": ""Rio Negro SJ"", ""@goals"": ""?"", ""@id"": ""36562""}, ""visitorteam"": {""@name"": ""Penarol"", ""@goals"": ""?"", ""@id"": ""17440""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,Postp.,20:00,
?,Tacuarembo,Aug 05,?,San Carlos,Uruguay: Copa Uruguay,6291464,,"{""@status"": ""Postp."", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""20:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291464"", ""localteam"": {""@name"": ""San Carlos"", ""@goals"": ""?"", ""@id"": ""8214""}, ""visitorteam"": {""@name"": ""Tacuarembo"", ""@goals"": ""?"", ""@id"": ""17449""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,Postp.,20:00,
?,Wanderers,Aug 05,?,Universitario Salto,Uruguay: Copa Uruguay,6291465,,"{""@status"": ""Postp."", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""20:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291465"", ""localteam"": {""@name"": ""Universitario Salto"", ""@goals"": ""?"", ""@id"": ""36567""}, ""visitorteam"": {""@name"": ""Wanderers"", ""@goals"": ""?"", ""@id"": ""17437""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,Postp.,20:00,
?,Cerro Largo,Aug 05,?,Rincon,Uruguay: Copa Uruguay,6291462,,"{""@status"": ""22:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""22:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291462"", ""localteam"": {""@name"": ""Rincon"", ""@goals"": ""?"", ""@id"": ""24935""}, ""visitorteam"": {""@name"": ""Cerro Largo"", ""@goals"": ""?"", ""@id"": ""17424""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,22:00,22:00,
?,Oriental,Aug 05,?,Atletico Arsenal,Uruguay: Copa Uruguay,6291452,,"{""@status"": ""23:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""23:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291452"", ""localteam"": {""@name"": ""Atletico Arsenal"", ""@goals"": ""?"", ""@id"": ""41016""}, ""visitorteam"": {""@name"": ""Oriental"", ""@goals"": ""?"", ""@id"": ""25140""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,23:30,23:30,
?,OKMK,Aug 05,?,Pakhtakor,Uzbekistan: Super League,6219189,,"{""@status"": ""15:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""15:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Stadion Majmuasi"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3695676"", ""@fix_id"": ""4203060"", ""@id"": ""6219189"", ""localteam"": {""@name"": ""Pakhtakor"", ""@goals"": ""?"", ""@id"": ""17485""}, ""visitorteam"": {""@name"": ""OKMK"", ""@goals"": ""?"", ""@id"": ""17484""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3695676,15:00,15:00,Stadion Majmuasi
?,Frontera,Aug 05,?,La Guaira,Venezuela: Copa Venezuela - Play Offs,6310563,,"{""@status"": ""22:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""22:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Estadio Ol\u00edmpico de la UCV"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3712525"", ""@fix_id"": ""4219919"", ""@id"": ""6310563"", ""localteam"": {""@name"": ""La Guaira"", ""@goals"": ""?"", ""@id"": ""17554""}, ""visitorteam"": {""@name"": ""Frontera"", ""@goals"": ""?"", ""@id"": ""25445""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3712525,22:00,22:00,Estadio Olímpico de la UCV
