away_score,away_team,date,home_score,home_team,league,match_id,odds_data,raw_data,source,static_id,status,time,venue
?,Albania U19,Aug 05,?,Italy U19,World: Friendly International,6311556,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": ""1535"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6311556"", ""localteam"": {""@name"": ""Italy U19"", ""@goals"": ""?"", ""@id"": ""18203""}, ""visitorteam"": {""@name"": ""Albania U19"", ""@goals"": ""?"", ""@id"": ""18211""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,16:00,16:00,
?,Georgia U19,Aug 05,?,Montenegro U19,World: Friendly International,6318414,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": ""1535"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6318414"", ""localteam"": {""@name"": ""Montenegro U19"", ""@goals"": ""?"", ""@id"": ""18207""}, ""visitorteam"": {""@name"": ""Georgia U19"", ""@goals"": ""?"", ""@id"": ""18204""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,17:00,17:00,
?,Wolves U21,Aug 05,?,Cardiff U21,World: Club Friendly,6315745,,"{""@status"": ""12:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""12:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716934"", ""@fix_id"": ""4224329"", ""@id"": ""6315745"", ""localteam"": {""@name"": ""Cardiff U21"", ""@goals"": ""?"", ""@id"": ""37105""}, ""visitorteam"": {""@name"": ""Wolves U21"", ""@goals"": ""?"", ""@id"": ""21740""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716934,12:00,12:00,
?,Pisa,Aug 05,?,Bayer Leverkusen,World: Club Friendly,6315746,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3716935"", ""@fix_id"": ""4224330"", ""@id"": ""6315746"", ""localteam"": {""@name"": ""Bayer Leverkusen"", ""@goals"": ""?"", ""@id"": ""10281""}, ""visitorteam"": {""@name"": ""Pisa"", ""@goals"": ""?"", ""@id"": ""11968""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716935,16:00,16:00,
?,Espanyol B,Aug 05,?,Zaragoza B,World: Club Friendly,6316047,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3725321"", ""@fix_id"": ""4232718"", ""@id"": ""6316047"", ""localteam"": {""@name"": ""Zaragoza B"", ""@goals"": ""?"", ""@id"": ""16126""}, ""visitorteam"": {""@name"": ""Espanyol B"", ""@goals"": ""?"", ""@id"": ""16010""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3725321,16:00,16:00,
?,Sassuolo,Aug 05,?,Empoli,World: Club Friendly,6315747,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3716936"", ""@fix_id"": ""4224331"", ""@id"": ""6315747"", ""localteam"": {""@name"": ""Empoli"", ""@goals"": ""?"", ""@id"": ""11867""}, ""visitorteam"": {""@name"": ""Sassuolo"", ""@goals"": ""?"", ""@id"": ""12013""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716936,16:30,16:30,
?,Essling,Aug 05,?,Wienerberger,World: Club Friendly,6315748,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716937"", ""@fix_id"": ""4224332"", ""@id"": ""6315748"", ""localteam"": {""@name"": ""Wienerberger"", ""@goals"": ""?"", ""@id"": ""6540""}, ""visitorteam"": {""@name"": ""Essling"", ""@goals"": ""?"", ""@id"": ""31653""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716937,16:30,16:30,
?,Marino de Luanco,Aug 05,?,Caudal Deportivo,World: Club Friendly,6315749,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3716938"", ""@fix_id"": ""4224333"", ""@id"": ""6315749"", ""localteam"": {""@name"": ""Caudal Deportivo"", ""@goals"": ""?"", ""@id"": ""15737""}, ""visitorteam"": {""@name"": ""Marino de Luanco"", ""@goals"": ""?"", ""@id"": ""15971""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716938,17:00,17:00,
?,Sevilla FC B,Aug 05,?,Ceuta,World: Club Friendly,6315750,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716939"", ""@fix_id"": ""4224334"", ""@id"": ""6315750"", ""localteam"": {""@name"": ""Ceuta"", ""@goals"": ""?"", ""@id"": ""21326""}, ""visitorteam"": {""@name"": ""Sevilla FC B"", ""@goals"": ""?"", ""@id"": ""16177""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716939,17:00,17:00,
?,Rouen,Aug 05,?,Oissel,World: Club Friendly,6315744,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716933"", ""@fix_id"": ""4224328"", ""@id"": ""6315744"", ""localteam"": {""@name"": ""Oissel"", ""@goals"": ""?"", ""@id"": ""9898""}, ""visitorteam"": {""@name"": ""Rouen"", ""@goals"": ""?"", ""@id"": ""10079""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716933,17:00,17:00,
?,Hoogstraten,Aug 05,?,Lenaarts,World: Club Friendly,6315751,,"{""@status"": ""17:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:30"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716940"", ""@fix_id"": ""4224335"", ""@id"": ""6315751"", ""localteam"": {""@name"": ""Lenaarts"", ""@goals"": ""?"", ""@id"": ""6806""}, ""visitorteam"": {""@name"": ""Hoogstraten"", ""@goals"": ""?"", ""@id"": ""6789""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716940,17:30,17:30,
?,Jong Volendam,Aug 05,?,RKAV Volendam,World: Club Friendly,6315762,,"{""@status"": ""17:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:30"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716951"", ""@fix_id"": ""4224346"", ""@id"": ""6315762"", ""localteam"": {""@name"": ""RKAV Volendam"", ""@goals"": ""?"", ""@id"": ""13377""}, ""visitorteam"": {""@name"": ""Jong Volendam"", ""@goals"": ""?"", ""@id"": ""25973""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716951,17:30,17:30,
?,Xerxes DZB,Aug 05,?,AFC,World: Club Friendly,6315753,,"{""@status"": ""Cancl."", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3716942"", ""@fix_id"": ""4224337"", ""@id"": ""6315753"", ""localteam"": {""@name"": ""AFC"", ""@goals"": ""?"", ""@id"": ""13179""}, ""visitorteam"": {""@name"": ""Xerxes DZB"", ""@goals"": ""?"", ""@id"": ""13490""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716942,Cancl.,18:00,
?,Heerjansdam,Aug 05,?,Barendrecht,World: Club Friendly,6315754,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716943"", ""@fix_id"": ""4224338"", ""@id"": ""6315754"", ""localteam"": {""@name"": ""Barendrecht"", ""@goals"": ""?"", ""@id"": ""13208""}, ""visitorteam"": {""@name"": ""Heerjansdam"", ""@goals"": ""?"", ""@id"": ""13292""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716943,18:00,18:00,
?,Blauw Geel,Aug 05,?,De Treffers,World: Club Friendly,6315755,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3716944"", ""@fix_id"": ""4224339"", ""@id"": ""6315755"", ""localteam"": {""@name"": ""De Treffers"", ""@goals"": ""?"", ""@id"": ""13225""}, ""visitorteam"": {""@name"": ""Blauw Geel"", ""@goals"": ""?"", ""@id"": ""13205""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716944,18:00,18:00,
?,Westlandia,Aug 05,?,Excelsior Maassluis,World: Club Friendly,6315756,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716945"", ""@fix_id"": ""4224340"", ""@id"": ""6315756"", ""localteam"": {""@name"": ""Excelsior Maassluis"", ""@goals"": ""?"", ""@id"": ""13256""}, ""visitorteam"": {""@name"": ""Westlandia"", ""@goals"": ""?"", ""@id"": ""13389""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716945,18:00,18:00,
?,USV Hercules,Aug 05,?,IJsselmeervogels,World: Club Friendly,6315757,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716946"", ""@fix_id"": ""4224341"", ""@id"": ""6315757"", ""localteam"": {""@name"": ""IJsselmeervogels"", ""@goals"": ""?"", ""@id"": ""13307""}, ""visitorteam"": {""@name"": ""USV Hercules"", ""@goals"": ""?"", ""@id"": ""13465""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716946,18:00,18:00,
?,Sportlust,Aug 05,?,Katwijk,World: Club Friendly,6315758,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3716947"", ""@fix_id"": ""4224342"", ""@id"": ""6315758"", ""localteam"": {""@name"": ""Katwijk"", ""@goals"": ""?"", ""@id"": ""13324""}, ""visitorteam"": {""@name"": ""Sportlust"", ""@goals"": ""?"", ""@id"": ""13421""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716947,18:00,18:00,
?,Achilles Veen,Aug 05,?,Kozakken Boys,World: Club Friendly,6315759,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716948"", ""@fix_id"": ""4224343"", ""@id"": ""6315759"", ""localteam"": {""@name"": ""Kozakken Boys"", ""@goals"": ""?"", ""@id"": ""13328""}, ""visitorteam"": {""@name"": ""Achilles Veen"", ""@goals"": ""?"", ""@id"": ""13175""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716948,18:00,18:00,
?,HFC,Aug 05,?,Noordwijk,World: Club Friendly,6318099,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3724714"", ""@fix_id"": ""4232111"", ""@id"": ""6318099"", ""localteam"": {""@name"": ""Noordwijk"", ""@goals"": ""?"", ""@id"": ""13348""}, ""visitorteam"": {""@name"": ""HFC"", ""@goals"": ""?"", ""@id"": ""23570""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3724714,18:00,18:00,
?,VVSB,Aug 05,?,Rijnsburgse Boys,World: Club Friendly,6315760,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716949"", ""@fix_id"": ""4224344"", ""@id"": ""6315760"", ""localteam"": {""@name"": ""Rijnsburgse Boys"", ""@goals"": ""?"", ""@id"": ""13375""}, ""visitorteam"": {""@name"": ""VVSB"", ""@goals"": ""?"", ""@id"": ""13480""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716949,18:00,18:00,
?,Quick Boys,Aug 05,?,Rijnvogels,World: Club Friendly,6315761,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716950"", ""@fix_id"": ""4224345"", ""@id"": ""6315761"", ""localteam"": {""@name"": ""Rijnvogels"", ""@goals"": ""?"", ""@id"": ""13263""}, ""visitorteam"": {""@name"": ""Quick Boys"", ""@goals"": ""?"", ""@id"": ""13369""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716950,18:00,18:00,
?,Hardenberg,Aug 05,?,Staphorst,World: Club Friendly,6315752,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3716941"", ""@fix_id"": ""4224336"", ""@id"": ""6315752"", ""localteam"": {""@name"": ""Staphorst"", ""@goals"": ""?"", ""@id"": ""13423""}, ""visitorteam"": {""@name"": ""Hardenberg"", ""@goals"": ""?"", ""@id"": ""13295""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716941,18:00,18:00,
?,Tottenham U21,Aug 05,?,Enfield Town,World: Club Friendly,6315763,,"{""@status"": ""18:45"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:45"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3716952"", ""@fix_id"": ""4224347"", ""@id"": ""6315763"", ""localteam"": {""@name"": ""Enfield Town"", ""@goals"": ""?"", ""@id"": ""9155""}, ""visitorteam"": {""@name"": ""Tottenham U21"", ""@goals"": ""?"", ""@id"": ""21731""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716952,18:45,18:45,
?,Fiorentina,Aug 05,?,Nottingham,World: Club Friendly,6315764,,"{""@status"": ""18:45"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:45"", ""@commentary_available"": ""1534"", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3716953"", ""@fix_id"": ""4224348"", ""@id"": ""6315764"", ""localteam"": {""@name"": ""Nottingham"", ""@goals"": ""?"", ""@id"": ""9297""}, ""visitorteam"": {""@name"": ""Fiorentina"", ""@goals"": ""?"", ""@id"": ""11894""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3716953,18:45,18:45,
2,Joinville,Aug 04,1,Futuro,Brazil: Lnf,92386,,"{""date"": ""Aug 04"", ""events"": {""event"": [{""assist"": """", ""minute"": ""8"", ""player"": ""Lucas Farias"", ""result"": ""[0 - 1]"", ""team"": ""visitorteam"", ""type"": ""goal""}, {""assist"": """", ""minute"": ""14"", ""player"": ""Gabriel Berwanger"", ""result"": """", ""team"": ""localteam"", ""type"": ""yellowcard""}, {""assist"": """", ""minute"": ""14"", ""player"": ""Lucas Farias"", ""result"": """", ""team"": ""visitorteam"", ""type"": ""yellowcard""}, {""assist"": """", ""minute"": ""14"", ""player"": ""Victor Soares"", ""result"": """", ""team"": ""localteam"", ""type"": ""yellowcard""}, {""assist"": """", ""minute"": ""27"", ""player"": ""Kevin Farias"", ""result"": """", ""team"": ""visitorteam"", ""type"": ""yellowcard""}, {""assist"": """", ""minute"": ""31"", ""player"": ""Lucas Farias"", ""result"": ""[0 - 2]"", ""team"": ""visitorteam"", ""type"": ""goal""}, {""assist"": """", ""minute"": ""33"", ""player"": ""Leozinho"", ""result"": ""[1 - 2]"", ""team"": ""localteam"", ""type"": ""goal""}, {""assist"": """", ""minute"": ""35"", ""player"": ""Matheus"", ""result"": """", ""team"": ""visitorteam"", ""type"": ""yellowcard""}, {""assist"": """", ""minute"": ""40"", ""player"": ""Roni"", ""result"": """", ""team"": ""visitorteam"", ""type"": ""yellowcard""}]}, ""formatted_date"": ""04.08.2025"", ""ft"": {""score"": ""[1-2]""}, ""ht"": {""score"": ""[0-1]""}, ""id"": ""92386"", ""localteam"": {""goals"": ""1"", ""id"": ""1187"", ""name"": ""Futuro""}, ""status"": ""FT"", ""time"": ""23:30"", ""visitorteam"": {""goals"": ""2"", ""id"": ""1171"", ""name"": ""Joinville""}}",sport_futsal/home,,FT,23:30,
?,Dracena,Aug 05,?,Tubarao,Brazil: Lnf,92388,,"{""date"": ""Aug 05"", ""events"": null, ""formatted_date"": ""05.08.2025"", ""ht"": {""score"": """"}, ""id"": ""92388"", ""localteam"": {""goals"": ""?"", ""id"": ""1189"", ""name"": ""Tubarao""}, ""status"": ""23:00"", ""time"": ""23:00"", ""visitorteam"": {""goals"": ""?"", ""id"": ""1798"", ""name"": ""Dracena""}}",sport_futsal/home,,23:00,23:00,
